,Date,Team,Elo
21025,2019-02-23,LAL,1477.0758501180967
21059,2019-02-25,LAL,1469.8056229347314
21090,2019-02-27,LAL,1459.7060716102844
21114,2019-03-01,LAL,1467.2317201579774
21131,2019-03-02,LAL,1460.7666606391288
21160,2019-03-04,LAL,1447.9367576243153
21190,2019-03-06,LAL,1437.453127220629
21218,2019-03-09,LAL,1429.5349004700658
21255,2019-03-12,LAL,1421.0186900315712
21283,2019-03-14,LAL,1431.7499537401957
21289,2019-03-15,LAL,1429.0573317766489
21319,2019-03-17,LAL,1424.081376451463
21353,2019-03-19,LAL,1411.6638927901179
21400,2019-03-22,LAL,1409.4069084716484
21428,2019-03-24,LAL,1398.805128131074
21454,2019-03-26,LAL,1407.831162705044
21465,2019-03-27,LAL,1415.9273604818497
21515,2019-03-31,LAL,1412.84257978125
21539,2019-04-02,LAL,1426.2117332284147
21572,2019-04-04,LAL,1421.6103968526447
21597,2019-04-05,LAL,1415.2633509120997
21626,2019-04-07,LAL,1431.604862951485
21646,2019-04-09,LAL,1444.258276312466
21,2010-01-02,MEM,1500
57,2010-01-05,MEM,1512.8012999960577
77,2010-01-06,MEM,1525.254484523914
88,2010-01-08,MEM,1517.018728373144
105,2010-01-09,MEM,1523.6554370633357
150,2010-01-12,MEM,1516.4783519413934
188,2010-01-15,MEM,1523.814840045329
210,2010-01-16,MEM,1529.3307420740966
238,2010-01-18,MEM,1536.2595983276399
290,2010-01-22,MEM,1542.0766065026392
330,2010-01-25,MEM,1548.9957222513008
357,2010-01-27,MEM,1555.1052591620296
393,2010-01-29,MEM,1565.367790754043
430,2010-02-01,MEM,1555.8839443383185
439,2010-02-02,MEM,1563.5705425142003
486,2010-02-05,MEM,1556.8828453956064
501,2010-02-06,MEM,1541.947863530809
534,2010-02-09,MEM,1532.5527313339642
574,2010-02-16,MEM,1519.5669671614414
591,2010-02-17,MEM,1506.0959335126768
618,2010-02-19,MEM,1520.1156464604182
653,2010-02-21,MEM,1507.243866745377
678,2010-02-23,MEM,1516.009237637075
691,2010-02-24,MEM,1504.9238523295833
720,2010-02-26,MEM,1516.8841175059647
741,2010-02-27,MEM,1504.4190496549259
770,2010-03-01,MEM,1514.7554508876306
809,2010-03-04,MEM,1501.900726012947
842,2010-03-06,MEM,1515.508544529294
868,2010-03-08,MEM,1502.5707579769053
891,2010-03-10,MEM,1506.4327141357148
920,2010-03-12,MEM,1519.8041420972197
936,2010-03-13,MEM,1524.1720856021068
978,2010-03-16,MEM,1513.0396241602543
1001,2010-03-17,MEM,1519.5348846951217
1036,2010-03-20,MEM,1511.1615345005662
1071,2010-03-22,MEM,1515.4036325617988
1101,2010-03-24,MEM,1524.9984571336995
1141,2010-03-28,MEM,1513.4561931109517
1190,2010-03-31,MEM,1507.928028665926
1245,2010-04-04,MEM,1497.0695195023106
1266,2010-04-06,MEM,1492.5869970812864
1291,2010-04-07,MEM,1478.8931736643517
1323,2010-04-09,MEM,1473.7694395984415
1332,2010-04-10,MEM,1489.056936476362
1369,2010-04-12,MEM,1473.773382641418
1397,2010-04-14,MEM,1468.9514100513054
1428,2010-10-27,MEM,1464.107039583791
1461,2010-10-29,MEM,1454.5390095071216
1474,2010-10-30,MEM,1470.7735751973312
1507,2010-11-02,MEM,1474.4505441912213
1525,2010-11-03,MEM,1470.1410597359695
1549,2010-11-05,MEM,1462.01145434349
1571,2010-11-06,MEM,1457.706272772139
1592,2010-11-08,MEM,1467.9341126478378
1620,2010-11-10,MEM,1478.9829277068377
1662,2010-11-13,MEM,1469.697284909195
1681,2010-11-15,MEM,1459.469534305242
1696,2010-11-16,MEM,1456.0157251217092
1735,2010-11-19,MEM,1446.6320186299527
1754,2010-11-20,MEM,1437.288241134852
1808,2010-11-24,MEM,1448.7665360066483
1842,2010-11-26,MEM,1454.568572854586
1849,2010-11-27,MEM,1461.1600903299097
1888,2010-11-30,MEM,1455.8451300130027
1895,2010-12-01,MEM,1467.3657999578304
1932,2010-12-03,MEM,1462.5972513339445
1965,2010-12-05,MEM,1450.0194411779344
1981,2010-12-06,MEM,1446.2657776531769
2011,2010-12-08,MEM,1442.9637438381787
2045,2010-12-11,MEM,1459.0497612048296
2072,2010-12-13,MEM,1468.1703469326342
2102,2010-12-15,MEM,1478.0874324689564
2133,2010-12-17,MEM,1485.4590831742598
2149,2010-12-18,MEM,1478.1792959352333
2186,2010-12-21,MEM,1475.0361387255134
2231,2010-12-26,MEM,1458.9029427516998
2240,2010-12-27,MEM,1472.634002628659
2285,2010-12-29,MEM,1478.143093078042
2321,2011-01-01,MEM,1464.7822795735879
2335,2011-01-02,MEM,1461.140159211501
2352,2011-01-04,MEM,1477.034317926817
2392,2011-01-07,MEM,1487.2457167101138
2415,2011-01-08,MEM,1498.1235805644483
2433,2011-01-10,MEM,1493.1311305684121
2459,2011-01-12,MEM,1484.9158568959458
2506,2011-01-15,MEM,1494.6184335522462
2518,2011-01-17,MEM,1505.51388012843
2586,2011-01-21,MEM,1495.048605800306
2613,2011-01-22,MEM,1502.7893987221469
2627,2011-01-24,MEM,1516.0781154454298
2651,2011-01-26,MEM,1525.0640709727647
2675,2011-01-28,MEM,1512.61301560965
2698,2011-01-29,MEM,1524.0705025932548
2728,2011-01-31,MEM,1527.429139954923
2753,2011-02-02,MEM,1537.687434289637
2784,2011-02-04,MEM,1543.4704037640413
2799,2011-02-05,MEM,1546.2334922759146
2818,2011-02-07,MEM,1538.099797501864
2841,2011-02-08,MEM,1526.5140659464555
2880,2011-02-11,MEM,1541.5276231192338
2908,2011-02-13,MEM,1547.0834386969261
2932,2011-02-15,MEM,1554.3206460028837
2977,2011-02-22,MEM,1560.172105567935
2997,2011-02-23,MEM,1552.5398120158743
3032,2011-02-26,MEM,1557.4098574578777
3055,2011-02-27,MEM,1559.8859641491922
3076,2011-03-01,MEM,1556.2542991717323
3151,2011-03-06,MEM,1568.2096703379239
3160,2011-03-07,MEM,1583.8710799940823
3188,2011-03-09,MEM,1591.5348255926594
3223,2011-03-12,MEM,1576.3569111102377
3254,2011-03-14,MEM,1570.318985072258
3297,2011-03-17,MEM,1574.5320042612377
3328,2011-03-19,MEM,1564.7056848708332
3360,2011-03-21,MEM,1569.3080063380055
3379,2011-03-23,MEM,1574.2825175049156
3411,2011-03-25,MEM,1588.2544073656456
3438,2011-03-27,MEM,1583.0139659539625
3484,2011-03-30,MEM,1593.532055098752
3524,2011-04-02,MEM,1597.0003998448642
3568,2011-04-05,MEM,1598.4628076198842
3618,2011-04-08,MEM,1581.968423090844
3675,2011-04-12,MEM,1584.9816032368599
3701,2011-04-13,MEM,1578.602385852423
3731,2011-12-26,MEM,1567.3530683019023
3756,2011-12-28,MEM,1562.1416792904988
3786,2011-12-30,MEM,1551.855743574955
3823,2012-01-01,MEM,1559.101734220733
3850,2012-01-03,MEM,1555.3116408186079
3871,2012-01-04,MEM,1558.682330490172
3905,2012-01-06,MEM,1563.543814138157
3939,2012-01-08,MEM,1553.2712783326963
3958,2012-01-10,MEM,1547.7929327741163
3994,2012-01-12,MEM,1538.4337466508757
4048,2012-01-16,MEM,1544.4981430279893
4117,2012-01-20,MEM,1556.9870819061794
4140,2012-01-21,MEM,1563.982301301794
4173,2012-01-23,MEM,1567.4890356045437
4183,2012-01-24,MEM,1576.34120960054
4211,2012-01-26,MEM,1569.3766599351322
4245,2012-01-28,MEM,1559.8730304691696
4268,2012-01-30,MEM,1550.3629286530768
4286,2012-01-31,MEM,1539.0942783611824
4313,2012-02-02,MEM,1548.893305934313
4337,2012-02-03,MEM,1562.0709774277698
4367,2012-02-05,MEM,1557.7291929031232
4382,2012-02-06,MEM,1550.4118083197786
4414,2012-02-08,MEM,1539.8722519662247
4442,2012-02-10,MEM,1543.124209984969
4476,2012-02-12,MEM,1550.6461328810456
4496,2012-02-14,MEM,1535.6166487300914
4515,2012-02-15,MEM,1543.362846594655
4546,2012-02-17,MEM,1549.2956378319502
4560,2012-02-18,MEM,1557.2655709133617
4591,2012-02-20,MEM,1561.8530683807987
4608,2012-02-21,MEM,1554.273832017959
4672,2012-02-29,MEM,1560.4025294402966
4691,2012-03-02,MEM,1568.6957581909382
4716,2012-03-03,MEM,1574.0815838243727
4789,2012-03-07,MEM,1576.803162721244
4825,2012-03-10,MEM,1586.4523521555104
4839,2012-03-11,MEM,1576.821594120661
4862,2012-03-13,MEM,1589.460764307768
4912,2012-03-16,MEM,1577.3759320551837
4942,2012-03-18,MEM,1559.4826838475237
4979,2012-03-20,MEM,1561.606418384329
5005,2012-03-22,MEM,1549.0968027394115
5031,2012-03-24,MEM,1540.1372262894881
5061,2012-03-25,MEM,1532.0284134804972
5080,2012-03-27,MEM,1546.9967517054126
5129,2012-03-30,MEM,1551.4874767728352
5147,2012-03-31,MEM,1543.1934202105394
5173,2012-04-02,MEM,1554.9005145772865
5190,2012-04-03,MEM,1571.0161639210862
5211,2012-04-04,MEM,1574.70330259883
5231,2012-04-06,MEM,1567.7122837975617
5250,2012-04-07,MEM,1583.3720189673622
5282,2012-04-09,MEM,1590.32864115562
5314,2012-04-11,MEM,1596.4841062702735
5333,2012-04-12,MEM,1602.5775286762946
5364,2012-04-14,MEM,1597.0877940193157
5413,2012-04-17,MEM,1602.5837682980584
5455,2012-04-20,MEM,1608.9487990146754
5474,2012-04-21,MEM,1611.8173972249897
5502,2012-04-23,MEM,1615.3781190429727
5542,2012-04-26,MEM,1617.3576130738415
5573,2012-10-31,MEM,1622.59161773504
5597,2012-11-02,MEM,1613.904250734224
5630,2012-11-05,MEM,1620.9933289242424
5655,2012-11-07,MEM,1626.7967951368994
5680,2012-11-09,MEM,1635.546947695837
5714,2012-11-11,MEM,1639.7371671084222
5755,2012-11-14,MEM,1647.401916725978
5776,2012-11-16,MEM,1660.4817027195252
5789,2012-11-17,MEM,1666.6057251296334
5818,2012-11-19,MEM,1669.1651716972763
5864,2012-11-23,MEM,1654.1759249357838
5902,2012-11-26,MEM,1659.1363717957533
5928,2012-11-28,MEM,1660.626787727999
5950,2012-11-30,MEM,1662.1496649696376
5969,2012-12-01,MEM,1664.322848269337
5998,2012-12-04,MEM,1658.8039150404195
6058,2012-12-08,MEM,1662.0941959768481
6109,2012-12-12,MEM,1646.9851797225326
6135,2012-12-14,MEM,1634.1691888282721
6153,2012-12-15,MEM,1625.2385369292924
6166,2012-12-17,MEM,1636.3814524453112
6202,2012-12-19,MEM,1643.7216433764975
6224,2012-12-21,MEM,1647.4988329670866
6237,2012-12-22,MEM,1651.5179229162593
6270,2012-12-26,MEM,1640.5573438345773
6316,2012-12-29,MEM,1623.879094266293
6337,2012-12-31,MEM,1630.442954025979
6363,2013-01-02,MEM,1620.933029022244
6390,2013-01-04,MEM,1631.542765203361
6427,2013-01-06,MEM,1615.266208047893
6441,2013-01-07,MEM,1623.0029130386642
6469,2013-01-09,MEM,1629.8204019463587
6486,2013-01-11,MEM,1639.5303486370797
6511,2013-01-12,MEM,1649.0287816293699
6532,2013-01-14,MEM,1637.22066653868
6563,2013-01-16,MEM,1625.1054081416503
6588,2013-01-18,MEM,1620.0750569324136
6601,2013-01-19,MEM,1622.7361237909727
6618,2013-01-21,MEM,1635.846613422556
6650,2013-01-23,MEM,1621.3275269901164
6680,2013-01-25,MEM,1625.3955452818839
6719,2013-01-28,MEM,1631.3044234259353
6761,2013-01-31,MEM,1639.2474222877327
6778,2013-02-01,MEM,1633.0760434165315
6830,2013-02-05,MEM,1634.842741389667
6845,2013-02-06,MEM,1617.7211404476745
6874,2013-02-08,MEM,1607.4207094491278
6900,2013-02-10,MEM,1612.6949935477617
6928,2013-02-12,MEM,1614.9375005220222
6969,2013-02-19,MEM,1617.7358418382303
6983,2013-02-20,MEM,1625.1958156710741
7014,2013-02-22,MEM,1632.3849133328988
7045,2013-02-24,MEM,1634.2848658144428
7084,2013-02-27,MEM,1645.0351675070158
7113,2013-03-01,MEM,1648.756344829304
7135,2013-03-03,MEM,1642.8520653166956
7178,2013-03-06,MEM,1647.2456076154795
7203,2013-03-08,MEM,1650.4180805353833
7271,2013-03-12,MEM,1655.871899803533
7293,2013-03-13,MEM,1663.5118942720958
7313,2013-03-15,MEM,1675.7632206644032
7327,2013-03-16,MEM,1668.195020130504
7356,2013-03-18,MEM,1656.1562608942113
7382,2013-03-20,MEM,1657.9020301735793
7422,2013-03-23,MEM,1665.6597174129788
7451,2013-03-25,MEM,1670.4221323555223
