,Date,Team,Elo
13323,2015-12-26,CHI,1580.2844748243713
13348,2015-12-28,CHI,1573.133698318295
13376,2015-12-30,CHI,1580.3416133755602
13404,2016-01-01,CHI,1586.700918390258
13431,2016-01-03,CHI,1589.511898649924
13458,2016-01-05,CHI,1601.8426361865102
13486,2016-01-07,CHI,1605.4350928356141
13513,2016-01-09,CHI,1610.1079919717536
13542,2016-01-11,CHI,1601.9389539738725
13555,2016-01-12,CHI,1586.430022800544
13583,2016-01-14,CHI,1575.0464221582852
13600,2016-01-15,CHI,1578.3584214997766
13639,2016-01-18,CHI,1565.355116994255
13668,2016-01-20,CHI,1576.4990445596982
13689,2016-01-22,CHI,1570.2946361514516
13709,2016-01-23,CHI,1561.0665905067106
13730,2016-01-25,CHI,1576.3695150266678
13783,2016-01-28,CHI,1561.2982814877964
13815,2016-01-31,CHI,1566.2251938855559
13841,2016-02-01,CHI,1561.4078865538756
13871,2016-02-03,CHI,1551.4009313292968
13895,2016-02-05,CHI,1561.5791634403924
13911,2016-02-06,CHI,1550.366871987547
13964,2016-02-10,CHI,1536.36147303262
13983,2016-02-18,CHI,1523.5285292467884
13994,2016-02-19,CHI,1519.6624214569376
14034,2016-02-21,CHI,1529.5420922590938
14070,2016-02-24,CHI,1531.8981541774072
14099,2016-02-26,CHI,1538.198187843571
14110,2016-02-27,CHI,1530.3765949579235
14149,2016-03-01,CHI,1518.3156637379184
14159,2016-03-02,CHI,1511.7372910676731
14214,2016-03-05,CHI,1501.3923523661158
14238,2016-03-07,CHI,1509.7959907695808
14277,2016-03-10,CHI,1515.340833258266
14286,2016-03-11,CHI,1513.172300750051
14331,2016-03-14,CHI,1501.2568216032469
14361,2016-03-16,CHI,1516.9700441556308
14378,2016-03-17,CHI,1508.9499303985833
14412,2016-03-19,CHI,1512.6869662876488
14440,2016-03-21,CHI,1519.6388924516186
14460,2016-03-23,CHI,1524.2932070265138
14481,2016-03-24,CHI,1507.9751973234595
14507,2016-03-26,CHI,1497.2283139613003
14534,2016-03-28,CHI,1486.819398678529
14551,2016-03-29,CHI,1477.1333060456143
14581,2016-03-31,CHI,1491.708742416827
14610,2016-04-02,CHI,1506.1971881579311
14631,2016-04-03,CHI,1493.1648006862688
14643,2016-04-05,CHI,1504.8692351855643
14677,2016-04-07,CHI,1497.728590527411
14706,2016-04-09,CHI,1492.3610062727382
14737,2016-04-11,CHI,1503.9475545850653
14758,2016-04-13,CHI,1514.644019203269
14806,2016-10-27,CHI,1516.092467167467
14836,2016-10-29,CHI,1525.1808857832816
14859,2016-10-31,CHI,1532.9332009213738
14891,2016-11-02,CHI,1540.0879175157645
14914,2016-11-04,CHI,1533.7929934849915
14931,2016-11-05,CHI,1517.3652908142412
14958,2016-11-07,CHI,1510.4977316590835
14987,2016-11-09,CHI,1515.7672933275344
14999,2016-11-10,CHI,1510.4840962642736
15028,2016-11-12,CHI,1524.7431862761046
15071,2016-11-15,CHI,1530.7025919840542
15105,2016-11-17,CHI,1545.0087142815069
15139,2016-11-19,CHI,1557.5909703920242
15151,2016-11-20,CHI,1553.3557603361955
15173,2016-11-22,CHI,1560.2789720732687
15209,2016-11-25,CHI,1549.1602841445235
15278,2016-11-30,CHI,1553.0736732366709
15312,2016-12-02,CHI,1536.1258633154425
15329,2016-12-03,CHI,1546.093137767763
15352,2016-12-05,CHI,1536.2027658157454
15367,2016-12-06,CHI,1523.8260338463942
15404,2016-12-08,CHI,1516.4960001989843
15428,2016-12-10,CHI,1531.1301936335772
15466,2016-12-13,CHI,1537.490257270613
15493,2016-12-15,CHI,1520.6755799789191
15508,2016-12-16,CHI,1511.471109018936
15548,2016-12-19,CHI,1497.310327024298
15582,2016-12-21,CHI,1504.7199808613498
15633,2016-12-25,CHI,1491.248869707031
15644,2016-12-26,CHI,1489.388258858115
15672,2016-12-28,CHI,1497.2822276505206
15695,2016-12-30,CHI,1500.4118140168016
15716,2016-12-31,CHI,1493.1910461017408
15769,2017-01-04,CHI,1479.676251078326
15810,2017-01-07,CHI,1496.4688207147976
15838,2017-01-09,CHI,1508.0440901051898
15843,2017-01-10,CHI,1497.659413546511
15875,2017-01-12,CHI,1490.6996168139192
15900,2017-01-14,CHI,1480.864706376947
15917,2017-01-15,CHI,1486.766697403652
15942,2017-01-17,CHI,1501.5491998696998
15979,2017-01-20,CHI,1487.5363746507517
16004,2017-01-21,CHI,1482.672262003623
16035,2017-01-24,CHI,1488.1603276988287
16052,2017-01-25,CHI,1499.1583791447927
16082,2017-01-27,CHI,1488.5757356670274
16112,2017-01-29,CHI,1475.489557545445
16161,2017-02-01,CHI,1479.2381010677066
16179,2017-02-03,CHI,1495.01999730182
16233,2017-02-06,CHI,1490.4843465398565
16259,2017-02-08,CHI,1501.4482598467814
16285,2017-02-10,CHI,1499.8657654759295
16303,2017-02-12,CHI,1488.2141020696083
16330,2017-02-14,CHI,1478.4240938611727
16364,2017-02-16,CHI,1487.5408940058874
16382,2017-02-24,CHI,1498.8964141864485
16403,2017-02-25,CHI,1502.704915444312
16442,2017-02-28,CHI,1518.6956769175963
16470,2017-03-02,CHI,1504.0874398363037
16500,2017-03-04,CHI,1519.5455071558297
16531,2017-03-06,CHI,1508.109634022146
16549,2017-03-08,CHI,1500.4879914394924
16580,2017-03-10,CHI,1490.0793788785772
16615,2017-03-12,CHI,1480.3417849104944
16658,2017-03-15,CHI,1476.0327392355139
16683,2017-03-17,CHI,1464.4124245547814
16702,2017-03-18,CHI,1460.0262042554352
16739,2017-03-21,CHI,1470.7662048017644
16756,2017-03-22,CHI,1465.6909119908198
16786,2017-03-24,CHI,1473.0401787811343
16813,2017-03-26,CHI,1457.467515254854
16870,2017-03-30,CHI,1471.9274490550329
16900,2017-04-01,CHI,1482.136180774039
16923,2017-04-02,CHI,1490.0449592921111
16941,2017-04-04,CHI,1502.5148699857466
16971,2017-04-06,CHI,1491.4602225860563
16997,2017-04-08,CHI,1500.1991049462056
17030,2017-04-10,CHI,1487.6037490898236
17050,2017-04-12,CHI,1492.186148413121
17101,2017-10-19,CHI,1495.6132258504583
17126,2017-10-21,CHI,1491.268863508165
17167,2017-10-24,CHI,1484.2924156137071
17196,2017-10-26,CHI,1478.8091444998354
17220,2017-10-28,CHI,1486.748867941926
17279,2017-11-01,CHI,1476.2588716309692
17299,2017-11-03,CHI,1470.0071417924032
17322,2017-11-04,CHI,1482.2915805474722
17359,2017-11-07,CHI,1468.752141151158
17392,2017-11-10,CHI,1464.933202646204
17419,2017-11-11,CHI,1452.9875994626273
17473,2017-11-15,CHI,1450.0966494245124
17523,2017-11-19,CHI,1445.5393136338516
17547,2017-11-21,CHI,1434.8308589585029
17571,2017-11-22,CHI,1425.6502618085733
17591,2017-11-24,CHI,1420.5809096329338
17610,2017-11-26,CHI,1419.24279426152
17634,2017-11-28,CHI,1410.104554515561
17665,2017-11-30,CHI,1394.9542145409202
17676,2017-12-01,CHI,1391.0445032751
17718,2017-12-04,CHI,1378.1054679899144
17739,2017-12-06,CHI,1370.9543986201174
17782,2017-12-09,CHI,1367.461720685341
17806,2017-12-11,CHI,1375.7040457413618
17840,2017-12-13,CHI,1390.8948260560308
17871,2017-12-15,CHI,1402.153879412853
17902,2017-12-18,CHI,1418.0626931071397
17928,2017-12-20,CHI,1425.0844419110053
17945,2017-12-21,CHI,1431.2259114949488
17979,2017-12-23,CHI,1427.7036949218873
18011,2017-12-26,CHI,1424.7973493133434
18024,2017-12-27,CHI,1440.0646030647772
18052,2017-12-29,CHI,1446.9331881196783
18079,2017-12-31,CHI,1456.1253532424946
18096,2018-01-01,CHI,1451.3815249501808
18120,2018-01-03,CHI,1439.9773762500886
18145,2018-01-05,CHI,1432.8774395466944
18161,2018-01-06,CHI,1446.2060724255086
18184,2018-01-08,CHI,1440.1376067678927
18211,2018-01-10,CHI,1432.3240228559812
18256,2018-01-13,CHI,1445.0945593005704
18276,2018-01-15,CHI,1453.893805622908
18302,2018-01-17,CHI,1464.6413772559508
18339,2018-01-20,CHI,1460.6685796672339
18369,2018-01-22,CHI,1472.1719001749582
18391,2018-01-24,CHI,1466.1669397513488
18414,2018-01-26,CHI,1458.9934125469003
18440,2018-01-28,CHI,1444.6196022102004
18493,2018-01-31,CHI,1434.0485274627383
18523,2018-02-03,CHI,1429.6833760112333
18559,2018-02-05,CHI,1425.1810098842266
18610,2018-02-09,CHI,1416.9686128974604
18620,2018-02-10,CHI,1427.5481308377136
18648,2018-02-12,CHI,1418.446033918387
18676,2018-02-14,CHI,1424.5322362047068
18694,2018-02-22,CHI,1417.867499849548
18731,2018-02-24,CHI,1407.6921918537
18751,2018-02-26,CHI,1403.2155466307306
18804,2018-03-02,CHI,1393.883600028773
18850,2018-03-05,CHI,1400.6814334296932
18874,2018-03-07,CHI,1393.4227632900665
18895,2018-03-09,CHI,1399.1600980558167
18925,2018-03-11,CHI,1392.587149539864
18958,2018-03-13,CHI,1405.4919785663965
18983,2018-03-15,CHI,1397.6428323844602
19012,2018-03-17,CHI,1408.02450334549
19041,2018-03-19,CHI,1398.726452412316
19066,2018-03-21,CHI,1389.841936970092
19094,2018-03-23,CHI,1380.599291458686
19107,2018-03-24,CHI,1370.9653260115433
19145,2018-03-27,CHI,1365.444966377003
19173,2018-03-29,CHI,1364.4487663381706
19181,2018-03-30,CHI,1360.673849625307
19206,2018-04-01,CHI,1372.5963828957551
19285,2018-04-06,CHI,1384.6638482925089
19300,2018-04-07,CHI,1382.1543260205633
19323,2018-04-09,CHI,1368.6075917129858
19350,2018-04-11,CHI,1361.3629803703516
19397,2018-10-18,CHI,1351.211332642849
19426,2018-10-20,CHI,1348.658994783857
19451,2018-10-22,CHI,1339.305727267133
19511,2018-10-27,CHI,1332.4646933474264
19538,2018-10-29,CHI,1346.778051875008
19564,2018-10-31,CHI,1342.7264040224384
19590,2018-11-02,CHI,1336.9181320474584
19608,2018-11-03,CHI,1331.3890642405097
19637,2018-11-05,CHI,1327.4838717204702
19667,2018-11-07,CHI,1340.6138856423731
19700,2018-11-10,CHI,1337.92187283395
19730,2018-11-12,CHI,1348.9526089454437
19751,2018-11-14,CHI,1336.1652328419016
19789,2018-11-16,CHI,1333.9380292893652
19800,2018-11-17,CHI,1331.4044487688343
19848,2018-11-21,CHI,1327.1572885598896
19880,2018-11-23,CHI,1332.8774243737957
19895,2018-11-24,CHI,1323.6149157729178
19924,2018-11-26,CHI,1320.3798214261515
19949,2018-11-28,CHI,1313.578743719609
19969,2018-11-30,CHI,1311.3649258521268
19995,2018-12-01,CHI,1308.423350749473
20025,2018-12-04,CHI,1306.980806691003
20066,2018-12-07,CHI,1305.0055581079619
20086,2018-12-08,CHI,1320.267406847983
20106,2018-12-10,CHI,1315.0447642707622
20153,2018-12-13,CHI,1306.5288771378757
20179,2018-12-15,CHI,1301.7092696759896
20207,2018-12-17,CHI,1319.2853848239663
20230,2018-12-19,CHI,1317.175797356634
20256,2018-12-21,CHI,1307.295680421405
20287,2018-12-23,CHI,1317.456386929647
20318,2018-12-26,CHI,1333.0705361583075
20343,2018-12-28,CHI,1325.023745669701
20377,2018-12-30,CHI,1340.6988744444036
20414,2019-01-02,CHI,1338.9905344238355
20432,2019-01-04,CHI,1327.9473625171022
20462,2019-01-06,CHI,1323.1983627170532
20521,2019-01-09,CHI,1313.8490947151895
20547,2019-01-11,CHI,1311.773076709786
20561,2019-01-12,CHI,1310.1507176397863
20597,2019-01-15,CHI,1308.027386896922
20621,2019-01-17,CHI,1304.3266509495886
20650,2019-01-19,CHI,1302.6713151376412
20663,2019-01-21,CHI,1295.4905451227764
20700,2019-01-23,CHI,1310.135680021214
20722,2019-01-25,CHI,1299.2546762369957
20744,2019-01-27,CHI,1292.5621325485677
20777,2019-01-29,CHI,1281.1816276587979
20785,2019-01-30,CHI,1278.4531849649095
20874,2019-02-06,CHI,1295.8458554368108
20903,2019-02-08,CHI,1288.1086226973987
20920,2019-02-09,CHI,1305.164199318277
20944,2019-02-11,CHI,1296.5508608832015
20974,2019-02-13,CHI,1292.9623273457985
21005,2019-02-22,CHI,1302.9801418821862
21030,2019-02-23,CHI,1319.243338062891
21054,2019-02-25,CHI,1333.86981936141
21081,2019-02-27,CHI,1330.0417404880484
21105,2019-03-01,CHI,1344.0227161528971
21136,2019-03-03,CHI,1358.1133979239196
21163,2019-03-05,CHI,1345.9266194335885
21182,2019-03-06,CHI,1343.3684378538887
21198,2019-03-08,CHI,1357.7298619677174
21223,2019-03-10,CHI,1349.7078282450013
21254,2019-03-12,CHI,1346.4708265315517
21301,2019-03-15,CHI,1335.7395628229272
21327,2019-03-17,CHI,1332.8764062593416
21347,2019-03-18,CHI,1328.7037427302048
21368,2019-03-20,CHI,1341.3393767137945
21406,2019-03-23,CHI,1352.1926818035492
21443,2019-03-26,CHI,1346.3022025140544
21456,2019-03-27,CHI,1344.4522065965882
21504,2019-03-30,CHI,1339.2684014497304
21529,2019-04-01,CHI,1334.639656931387
21551,2019-04-03,CHI,1324.5161886662365
21600,2019-04-06,CHI,1340.330424886121
21634,2019-04-09,CHI,1334.00965374532
21659,2019-04-10,CHI,1319.159938699326
7,2010-01-02,CLE,1500
28,2010-01-03,CLE,1512.8012999960577
64,2010-01-06,CLE,1500.0
101,2010-01-08,CLE,1507.2165512928925
127,2010-01-10,CLE,1500.0036610856807
145,2010-01-11,CLE,1512.678891051874
179,2010-01-14,CLE,1525.271036960788
217,2010-01-16,CLE,1517.6453449550431
244,2010-01-19,CLE,1530.1685154411539
272,2010-01-21,CLE,1537.2297923894737
304,2010-01-23,CLE,1544.2990478922575
329,2010-01-25,CLE,1550.9819919371016
350,2010-01-27,CLE,1562.9206175015388
377,2010-01-29,CLE,1567.1806112604695
412,2010-01-31,CLE,1578.1709515146736
438,2010-02-02,CLE,1583.1611801777171
472,2010-02-04,CLE,1589.848877296311
494,2010-02-06,CLE,1594.5507978801065
524,2010-02-09,CLE,1598.6448863808537
562,2010-02-11,CLE,1601.3425976599322
606,2010-02-18,CLE,1607.0885682408377
611,2010-02-19,CLE,1592.8602660100178
647,2010-02-21,CLE,1584.3420309685553
709,2010-02-25,CLE,1575.6216482091895
715,2010-02-26,CLE,1587.086892285516
764,2010-03-01,CLE,1598.5735861554176
793,2010-03-03,CLE,1601.7009965077264
816,2010-03-05,CLE,1607.6469651983239
847,2010-03-06,CLE,1610.8160939413256
864,2010-03-08,CLE,1602.567352891969
913,2010-03-12,CLE,1607.8210180910967
948,2010-03-14,CLE,1616.3133207380345
973,2010-03-16,CLE,1621.2116020101878
988,2010-03-17,CLE,1628.1924611915238
1017,2010-03-19,CLE,1631.68663001723
1048,2010-03-21,CLE,1640.0559616922062
1127,2010-03-26,CLE,1642.5307451470455
1138,2010-03-28,CLE,1632.5025977706018
1180,2010-03-31,CLE,1634.8123753958068
1212,2010-04-02,CLE,1640.86018170385
1239,2010-04-04,CLE,1646.2327579327705
1256,2010-04-06,CLE,1635.375769413678
1297,2010-04-08,CLE,1639.1108677305972
1310,2010-04-09,CLE,1627.5731017447738
1342,2010-04-11,CLE,1611.7758430719214
1385,2010-04-14,CLE,1599.2671139156514
1416,2010-10-27,CLE,1591.307456466368
1447,2010-10-29,CLE,1596.6774907353047
1470,2010-10-30,CLE,1585.352780611972
1496,2010-11-02,CLE,1567.8174464184085
1539,2010-11-05,CLE,1555.846872854962
1559,2010-11-06,CLE,1563.5606036717859
1599,2010-11-09,CLE,1571.0290311000977
1616,2010-11-10,CLE,1577.044087204852
1656,2010-11-13,CLE,1559.2964770193335
1690,2010-11-16,CLE,1544.611364193505
1759,2010-11-20,CLE,1548.0800148635499
1787,2010-11-23,CLE,1543.2219659476425
1800,2010-11-24,CLE,1534.7592960883167
1825,2010-11-26,CLE,1542.3955289924547
1848,2010-11-27,CLE,1537.7101295889777
1880,2010-11-30,CLE,1543.0250899058847
1916,2010-12-02,CLE,1531.0181965506233
1951,2010-12-04,CLE,1519.0508717834357
1961,2010-12-05,CLE,1505.7078978696002
1989,2010-12-07,CLE,1494.8724478699576
2000,2010-12-08,CLE,1484.551286797858
2057,2010-12-11,CLE,1473.6474617616052
2067,2010-12-12,CLE,1466.5335417003541
2101,2010-12-15,CLE,1462.1306153989788
2119,2010-12-17,CLE,1458.4050020191396
2142,2010-12-18,CLE,1452.0908359680927
2166,2010-12-20,CLE,1459.9100057367145
2193,2010-12-22,CLE,1451.9756513580598
2226,2010-12-26,CLE,1447.4778525400293
2254,2010-12-28,CLE,1431.1456587404589
2271,2010-12-29,CLE,1423.4932433240533
2309,2011-01-01,CLE,1417.1520303795119
2328,2011-01-02,CLE,1413.6526014313365
2360,2011-01-05,CLE,1407.6621156345088
2401,2011-01-07,CLE,1394.7224227290683
2427,2011-01-09,CLE,1388.3067606367595
2449,2011-01-11,CLE,1383.5681520311214
2491,2011-01-14,CLE,1380.7748634738045
2511,2011-01-15,CLE,1378.3064952632728
2546,2011-01-19,CLE,1375.1225703172759
2584,2011-01-21,CLE,1366.2864062307049
2607,2011-01-22,CLE,1357.6169781581582
2621,2011-01-24,CLE,1355.067180403976
2641,2011-01-25,CLE,1347.1984374357837
2680,2011-01-28,CLE,1345.2226826045232
2715,2011-01-30,CLE,1338.9707230116167
2727,2011-01-31,CLE,1337.1099848650922
2744,2011-02-02,CLE,1335.3918355595736
2785,2011-02-04,CLE,1325.4445420299103
2796,2011-02-05,CLE,1322.681453518037
2821,2011-02-07,CLE,1315.870393422492
2844,2011-02-09,CLE,1314.3874442323
2876,2011-02-11,CLE,1304.1357773093919
2904,2011-02-13,CLE,1314.7313037271003
2944,2011-02-16,CLE,1302.5677351701281
2982,2011-02-23,CLE,1317.6892532971829
3016,2011-02-25,CLE,1310.3337658142482
3046,2011-02-27,CLE,1322.463158925821
3086,2011-03-02,CLE,1315.098727336537
3117,2011-03-04,CLE,1312.0498442857584
3168,2011-03-08,CLE,1328.6300023733045
3191,2011-03-09,CLE,1318.7148216775122
3238,2011-03-13,CLE,1314.3345227638022
3289,2011-03-16,CLE,1309.3802333026454
3299,2011-03-17,CLE,1322.2770108954433
3325,2011-03-19,CLE,1319.956606263113
3352,2011-03-21,CLE,1315.2773459564744
3374,2011-03-23,CLE,1310.726585854557
3404,2011-03-25,CLE,1298.7334539960502
3436,2011-03-27,CLE,1308.1498133169089
3462,2011-03-29,CLE,1301.4939143473957
3473,2011-03-30,CLE,1317.74432597144
3505,2011-04-01,CLE,1314.1692279747185
3543,2011-04-03,CLE,1306.4321460097153
3554,2011-04-05,CLE,1302.53247746026
3585,2011-04-06,CLE,1314.3220682756285
3612,2011-04-08,CLE,1327.2054660561305
3631,2011-04-09,CLE,1323.4490842648943
3661,2011-04-11,CLE,1319.213506849181
3684,2011-04-13,CLE,1333.728773013092
3716,2011-12-26,CLE,1341.3148522746303
3755,2011-12-28,CLE,1327.4939375422473
3781,2011-12-30,CLE,1341.7223259302239
3812,2012-01-01,CLE,1337.68612967874
3846,2012-01-03,CLE,1343.9546534361575
3861,2012-01-04,CLE,1353.7624077210849
3899,2012-01-06,CLE,1345.658393746222
3937,2012-01-08,CLE,1355.9701967624762
3965,2012-01-10,CLE,1353.8195115815074
3999,2012-01-12,CLE,1349.4753382610602
4021,2012-01-13,CLE,1365.9363556602177
4053,2012-01-16,CLE,1363.8694999245372
4068,2012-01-17,CLE,1377.5837526828961
4114,2012-01-20,CLE,1366.4703922280153
4129,2012-01-21,CLE,1362.7483915598623
4179,2012-01-24,CLE,1359.3942374091478
4184,2012-01-25,CLE,1357.4825935916847
4216,2012-01-27,CLE,1367.3614490853427
4251,2012-01-29,CLE,1353.6531091146678
4278,2012-01-31,CLE,1370.6539059334032
4323,2012-02-03,CLE,1362.5694092520246
4348,2012-02-04,CLE,1360.1011868803348
4393,2012-02-07,CLE,1374.0857810560196
4400,2012-02-08,CLE,1372.196254126388
4438,2012-02-10,CLE,1384.3172985940816
4454,2012-02-11,CLE,1374.1441291745857
4512,2012-02-15,CLE,1365.587907867279
4540,2012-02-17,CLE,1377.3276932837337
4568,2012-02-19,CLE,1372.7553292268663
4604,2012-02-21,CLE,1380.0170715752852
4644,2012-02-28,CLE,1387.0035321019866
4671,2012-02-29,CLE,1377.6354562521703
4696,2012-03-02,CLE,1373.0197233615397
4715,2012-03-03,CLE,1368.9096013192122
4738,2012-03-05,CLE,1359.399993722051
4787,2012-03-07,CLE,1349.5086051941576
4805,2012-03-09,CLE,1367.0173974166516
4832,2012-03-11,CLE,1385.553587262387
4856,2012-03-13,CLE,1396.4093165116535
4881,2012-03-14,CLE,1381.2276384127165
4938,2012-03-18,CLE,1376.4061854340227
4959,2012-03-19,CLE,1367.9063885233993
4987,2012-03-21,CLE,1380.0784079852012
5013,2012-03-23,CLE,1376.146298449277
5046,2012-03-25,CLE,1373.6717287490583
5079,2012-03-27,CLE,1365.2673646521296
5094,2012-03-28,CLE,1361.1499114359074
5124,2012-03-30,CLE,1348.8499857111506
5143,2012-03-31,CLE,1340.153384319246
5180,2012-04-03,CLE,1336.5889227098519
5207,2012-04-04,CLE,1332.674283640832
5235,2012-04-06,CLE,1329.1114891131774
5269,2012-04-08,CLE,1342.534577863357
5294,2012-04-10,CLE,1335.6615721070941
5306,2012-04-11,CLE,1340.071736159531
5337,2012-04-13,CLE,1332.890005330264
5361,2012-04-14,CLE,1330.0852252344434
5380,2012-04-15,CLE,1341.6074954759918
5411,2012-04-17,CLE,1334.4595846422428
5420,2012-04-18,CLE,1328.7279792235129
5456,2012-04-20,CLE,1319.394881640017
5493,2012-04-22,CLE,1332.9196117791623
5503,2012-04-23,CLE,1331.6930053645997
5516,2012-04-25,CLE,1329.7135113337308
5539,2012-04-26,CLE,1316.8297595165275
5554,2012-10-30,CLE,1315.5906450301775
5586,2012-11-02,CLE,1323.8643080519842
5611,2012-11-03,CLE,1320.339158723969
5639,2012-11-05,CLE,1316.6657731411638
5665,2012-11-07,CLE,1334.3908091368767
5687,2012-11-09,CLE,1329.0643663284595
5717,2012-11-11,CLE,1325.79522779769
5790,2012-11-17,CLE,1324.206736439471
5803,2012-11-18,CLE,1317.3464010251969
5830,2012-11-21,CLE,1313.8408343658655
5855,2012-11-23,CLE,1326.1073590192261
5879,2012-11-24,CLE,1322.9041143822699
5903,2012-11-26,CLE,1321.50070166837
5908,2012-11-27,CLE,1320.0102857361244
5945,2012-11-30,CLE,1312.1422735582494
5960,2012-12-01,CLE,1329.925411802297
5983,2012-12-03,CLE,1320.1187260981399
6010,2012-12-05,CLE,1314.6516759100764
6033,2012-12-07,CLE,1310.1360667290164
6052,2012-12-08,CLE,1304.7999189102213
6084,2012-12-11,CLE,1294.036213323522
6091,2012-12-12,CLE,1307.5911870385278
6126,2012-12-14,CLE,1304.8591783634902
6145,2012-12-15,CLE,1297.0488683081887
6172,2012-12-18,CLE,1295.5698417235608
6197,2012-12-19,CLE,1284.1036533133586
6218,2012-12-21,CLE,1282.2546855407052
6239,2012-12-22,CLE,1276.5901926087372
6267,2012-12-26,CLE,1293.9250680760606
6292,2012-12-28,CLE,1305.8893025715556
6354,2013-01-02,CLE,1300.3076466324112
6381,2013-01-04,CLE,1290.0112478324236
6410,2013-01-05,CLE,1301.2474116026206
6435,2013-01-07,CLE,1295.5216871747605
6454,2013-01-09,CLE,1294.022147632222
6493,2013-01-11,CLE,1307.950166424135
6525,2013-01-13,CLE,1306.1200373594495
6541,2013-01-14,CLE,1302.9919837699556
6565,2013-01-16,CLE,1297.7858194741339
6605,2013-01-19,CLE,1314.780147825984
6634,2013-01-22,CLE,1312.332108347457
6672,2013-01-25,CLE,1326.2407746765437
6689,2013-01-26,CLE,1338.4835505175688
6732,2013-01-29,CLE,1352.6037725273447
6773,2013-02-01,CLE,1344.5523118342883
6788,2013-02-02,CLE,1338.9072053785217
6834,2013-02-06,CLE,1355.0138112231764
6868,2013-02-08,CLE,1359.3076764235532
6884,2013-02-09,CLE,1366.6577684195295
6912,2013-02-11,CLE,1361.257879778249
6936,2013-02-13,CLE,1348.1866391210808
7027,2013-02-23,CLE,1345.1777485241166
7043,2013-02-24,CLE,1357.811983130403
7069,2013-02-26,CLE,1356.3319016411021
7076,2013-02-27,CLE,1373.8232395198088
7108,2013-03-01,CLE,1382.1358260000209
7148,2013-03-04,CLE,1376.666618929109
7168,2013-03-06,CLE,1368.5953427653094
7202,2013-03-08,CLE,1379.9987856132068
7241,2013-03-10,CLE,1374.544966345057
7260,2013-03-12,CLE,1367.9754475207808
7309,2013-03-15,CLE,1375.5642534505205
7323,2013-03-16,CLE,1371.796601308813
7344,2013-03-18,CLE,1370.372856427443
7372,2013-03-20,CLE,1362.852193948828
7407,2013-03-22,CLE,1359.6399139475764
7464,2013-03-27,CLE,1356.3141648168146
7498,2013-03-29,CLE,1348.8393750619268
7545,2013-04-01,CLE,1338.1234333910404
7568,2013-04-03,CLE,1335.0893664120854
7595,2013-04-05,CLE,1328.2596720804459
7634,2013-04-07,CLE,1345.472600833766
7645,2013-04-09,CLE,1351.3480407662767
7662,2013-04-10,CLE,1348.8821170789895
7692,2013-04-12,CLE,1336.592506646175
7723,2013-04-14,CLE,1331.5536428336325
7734,2013-04-15,CLE,1326.8393115110034
7761,2013-04-17,CLE,1324.2223293632303
7792,2013-10-30,CLE,1315.6245544053318
7823,2013-11-01,CLE,1329.8178757506714
7847,2013-11-02,CLE,1321.2417286695381
7872,2013-11-04,CLE,1318.763827943899
7907,2013-11-06,CLE,1329.0081254879517
7927,2013-11-08,CLE,1324.2063710443551
7948,2013-11-09,CLE,1320.0510412148824
7975,2013-11-11,CLE,1331.220608360599
8001,2013-11-13,CLE,1328.380124105577
8024,2013-11-15,CLE,1323.6520645186235
8043,2013-11-16,CLE,1310.80978320235
8088,2013-11-20,CLE,1325.7127939408072
8149,2013-11-23,CLE,1314.7214403198884
8194,2013-11-27,CLE,1313.6633518822398
8221,2013-11-29,CLE,1311.0548151088942
8238,2013-11-30,CLE,1307.4290611059557
8288,2013-12-04,CLE,1321.2498981781014
8311,2013-12-06,CLE,1337.8315986188045
8326,2013-12-07,CLE,1334.3207368216626
8364,2013-12-10,CLE,1349.6113011113405
8403,2013-12-13,CLE,1361.375435882863
8429,2013-12-14,CLE,1372.7939100788515
8468,2013-12-17,CLE,1371.3866093228394
8504,2013-12-20,CLE,1364.3393893078899
8529,2013-12-21,CLE,1370.8803590224184
8548,2013-12-23,CLE,1366.18314865109
8576,2013-12-26,CLE,1355.2841465645956
8601,2013-12-28,CLE,1346.9915862112675
8622,2013-12-29,CLE,1342.532890711142
8647,2013-12-31,CLE,1335.5368953853856
8670,2014-01-02,CLE,1333.9331800608577
8707,2014-01-04,CLE,1340.4232110213431
8722,2014-01-05,CLE,1336.160214522485
8742,2014-01-07,CLE,1331.7032554736718
8803,2014-01-10,CLE,1341.363705414192
8831,2014-01-12,CLE,1357.1408294179375
8855,2014-01-14,CLE,1350.7860139355919
8875,2014-01-15,CLE,1366.2909718222775
8905,2014-01-17,CLE,1363.3168816760667
8936,2014-01-20,CLE,1380.9231178666041
8968,2014-01-22,CLE,1372.9014214778367
9000,2014-01-24,CLE,1363.9976419297031
9036,2014-01-26,CLE,1369.9352405415682
9060,2014-01-28,CLE,1360.2597943355727
9097,2014-01-30,CLE,1350.2260142692217
9125,2014-02-01,CLE,1346.2696718446275
9157,2014-02-03,CLE,1343.98929126724
9172,2014-02-05,CLE,1340.8820692650627
9207,2014-02-07,CLE,1330.1763159401842
9242,2014-02-09,CLE,1346.561084392497
9264,2014-02-11,CLE,1361.2956076553485
9287,2014-02-12,CLE,1369.327801234715
9309,2014-02-18,CLE,1383.5578593341188
9326,2014-02-19,CLE,1394.9817120390624
9359,2014-02-21,CLE,1400.0125233386218
9392,2014-02-23,CLE,1395.9379747981784
9414,2014-02-25,CLE,1385.5514084748825
